source,page,year_of_occurrence,village_in_source,village,latitude,longitude,spontaneous/ formullaic,mari,translation_Russian,translation_German,translation_Latin,mari_marker,copula / retrospective marker,use,modal / non-modal,complement,semantics,modality type (vAP),modality type (descriptive categories),negation,question (true question),overt subject (who needs/ has to/ can),case of overt subject (who needs/ has to/ can),animacy,counted in corpus,counted in subcorpus,(im)personality
Beke 1951,346,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,"tagə̑nam mimə̈lä tokə̑nažə̑, tä miäš lieš, tä miäš ak li",NA,"Einmal müsste ich nach Hause gehen,
Vielleicht kann man, vielleicht nicht.",NA,mə̑la,,predicate,modal,V,necessity,,,0,no,no,,,not counted,,
Beke 1951,347-348,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,kə̑šaken užšaš?,NA,Wo kann man sie sehen?,NA,šaš,,predicate,non-modal,V,intention,,,0,yes,no,,,not counted,,
Beke 1951,347-348,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,və̈t korneš užšaš,NA,"Auf dem Weg, [der zum] Fluss [führt], kann man sie sehen. ",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Beke 1951,347-348,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,kə̑šaken popaltə̑šaš?,NA,Wo kann man mit ihr Sprechern?,NA,šaš,,predicate,non-modal,V,intention,,,0,yes,no,,,not counted,,
Beke 1951,347-348,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,kə̑šecə̈n kormeštə̈šäš?,NA,Wo soll man sie greifen?,NA,šaš,,predicate,non-modal,V,intention,,,0,yes,no,,,not counted,,
Beke 1951,347-348,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,cə̈zə̈ lu-gə̈cə̈n kormeštə̈šäš.,NA,Zwischen den Brüsten soll man sie greifen. ,NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Beke 1951,347-348,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,kə̑šecə̈n šə̑ralšaš?,NA,Wo soll man sie stossen?,NA,šaš,,predicate,non-modal,V,intention,,,0,yes,no,,,not counted,,
Beke 1951,347-348,1916–1918,Jolas-al,Yelasy,56.168889,46.460833,song,pätäk tə̈r gə̈c šə̑ralšaš,NA,Am Rande der Vulva soll man sie stossen.,NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Beke 1951,349,1916–1918,Mitšäk-nur,Michaknury,56.217966,46.593413,song,"ə̈də̈rlän lučə̑žə̑m atalšaš agə̑l gə̈n', mlojec käpšə̈mät vojə̑šašat agə̑l",NA,"Man soll ein schönes Mädchen nicht betrügen?
Man soll auch den Körper des Burschen nicht angewöhnen (?).",NA,šaš,,predicate,non-modal,V,intention,,,1,no,no,,,not counted,,
Beke 1951,349,1916–1918,Mitšäk-nur,Michaknury,56.217966,46.593413,song,"ə̈də̈rlän lučə̑žə̑m atalšaš agə̑l gə̈n', mlojec käpšə̈mät vojə̑šašat agə̑l",NA,"Man soll ein schönes Mädchen nicht betrügen?
Man soll auch den Körper des Burschen nicht angewöhnen (?).",NA,šaš,,predicate,non-modal,V,intention,,,1,no,no,,,not counted,,
Wichmann 1931,179-180,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,kə̑škə̑ kə̑škə̑ kuzə̑šaš?,NA,"Wohin, wohin sollen wir gehen?",NA,šaš,,predicate,non-modal,V,intention,,,0,yes,no,,,not counted,,
Wichmann 1931,179-180,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,jolasalə̑š kuzə̑šaš,NA,In das dorf Jolas-al wollen wir gehen.,NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,179-180,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,kə̑škə̑ kə̑škə̑ pə̑rə̑šaš?,NA,"Wo, wo sollen wir eintreten?",NA,šaš,,predicate,non-modal,V,intention,,,0,yes,no,,,not counted,,
Wichmann 1931,179-180,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,ə̈də̈r polkə̑š pə̑rə̑šaš,NA,In die abendunterhaltung der mädchen wollen wir gehen.,NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,179-180,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,kə̑škə̑ kə̑škə̑ šə̈nzə̈šäš?,NA,"Wo, wo sollen wir sitzen?",NA,šaš,,predicate,non-modal,V,intention,,,0,yes,no,,,not counted,,
Wichmann 1931,179-180,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,olmaŋgaštə̑ šə̈nzə̈šäš,NA,Auf den bänken wollen wir sitzen.,NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,179-180,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,kü don kü don popə̑šaš?,NA,"Mit wem, mit wem sollen wir plaudern?",NA,šaš,,predicate,non-modal,V,intention,,,0,yes,no,,,not counted,,
Wichmann 1931,179-180,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,šanə̑mə̑ don popə̑šaš,NA,Mit der liebsten [od. dem geliebten] wollen wir plaudern.,NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,191-192,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,cermə̈šal olicä sin'ukan olicä: sin'uk loeš parsə̑n savə̑c keleš,NA,"Die gasse des dorfes Tsermə̑š-al ist eine fliedergasse: zwischen dem flieder braucht man ein seidenes tuch, ",NA,keläš,,predicate,modal,N,necessity,,,0,no,no,no,,not counted,,
Wichmann 1931,191-192,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,cermə̈šal olicä lomberän olicä: lomber loeš šim mə̈žäržät keleš,NA,die gasse des dorfes Tsermə̑š-al ist eine ahlkirschgasse: zwischen den ahlkirschbäumen braucht man ja auch einen schwarzen kaftan.,NA,keläš,,predicate,modal,N,necessity,,,0,no,no,no,,not counted,,
Wichmann 1931,191-192,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,cermə̈šal karem kə̈tšäkä-šüdän karem: kə̈tšäkä-šudə̑ loeš šarga-kem keleš.,NA,Das tal des dorfes Tsermə̑š-al ist mit Schachtelhalmen bewachsen: zwischen den Schachtelhalmen braucht man lederne Stiefel,NA,keläš,,predicate,modal,N,necessity,,,0,no,no,no,,not counted,,
Wichmann 1931,191-192,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,cermə̈šal ölicä mə̑lojetsän ölicä: mə̑lojets loeš ə̈də̈ržät keleš,NA,Die gasse des dorfes Tsermə̑š-al ist eine gasse voll strammer burschen: unter strammen burschen müssen auch mädchen sein. ,NA,keläš,,predicate,modal,N,necessity,,,0,no,no,no,,not counted,,
Wichmann 1931,191-192,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,ə̈də̈r loeš mə̑lojetsät keleš!,NA,unter den mädchen müssen auch stramme burschen sein!,NA,keläš,,predicate,modal,N,necessity,,,0,no,no,no,,not counted,,
Wichmann 1931,193-194,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,(ajda kenä küšə̈l vujə̑škə̑!) malə̑n malə̑n kešäš -- tə̑l-šotə̑štat uke!,NA,"He, lasst uns in das obere ende [des dorfes] gehen! Warum, warum soll es [dahin] gehen — sie haben ja kein feuer, keine beleuchtung!",NA,šaš,,predicate,non-modal,V,intention,,,0,yes,no,,,not counted,,
Wichmann 1931,193-194,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,malə̑n malə̑n kešäš -- šə̈də̈r-šotə̑ gan' šotə̑štə̑!,NA,"Warum, warum soll es [dahin] gehen — ihre beleuchtung ist [matt] wie Sternenlicht!",NA,šaš,,predicate,non-modal,V,intention,,,0,yes,no,,,not counted,,
Wichmann 1931,193-194,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,malə̑n malə̑n kešäš -- n'i popat n'i agep!,NA,"Warum, warum soll es [dahin] gehen — sie reden weder noch schweigen sie!",NA,šaš,,predicate,non-modal,V,intention,,,0,yes,no,,,not counted,,
Wichmann 1931,193-194,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,"malə̑n malə̑n kešäš -- iziräkšə̈ iziräk, kogorakšə̑ kogorak, da i paxra! ",NA,"Warum soll es [dahin] gehen — bei ihnen sind die kleinen [leute] zu klein, bei ihnen sind die grossen zu gross, und obendrein taugen sie nichts!",NA,šaš,,predicate,non-modal,V,intention,,,0,yes,no,,,not counted,,
Wichmann 1931,198-199,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,"jäl anžə̑lan užšašat: sinzä kə̑malten ertə̈šäš, ",NA,"Wenn er vor den menschen zu sehen ist, muss man mit den äugen blinzelnd an ihm Vorbeigehen, ",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,198-199,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,"jäl anžə̑lan užšašat: sinzä kə̑malten ertə̈šäš,",NA,"Wenn er vor den menschen zu sehen ist, muss man mit den äugen blinzelnd an ihm Vorbeigehen, ",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,198-199,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,jäl šajə̑lan užšaš: prän'ik pukšen ertə̈šäš.,NA,"wenn er abseits zu sehen ist, muss man an ihm Vorbeigehen, indem man [ihm] honigkuchen zu essen gibt.",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,198-199,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,jäl šajə̑lan užšaš: prän'ik pukšen ertə̈šäš.,NA,"wenn er abseits zu sehen ist, muss man an ihm Vorbeigehen, indem man [ihm] honigkuchen zu essen gibt.",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,198-199,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,"jäl anžə̑lan užšašat: sinzä kə̑malten ertə̈šäš, ",NA,"Wenn sie vor den menschen zu sehen ist, muss man mit den äugen blinzelnd an ihr Vorbeigehen, ",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,198-199,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,"jäl anžə̑lan užšašat: sinzä kə̑malten ertə̈šäš, ",NA,"Wenn sie vor den menschen zu sehen ist, muss man mit den äugen blinzelnd an ihr Vorbeigehen, ",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,198-199,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,jäl šajə̑lan užšaš: kampetə̈m pukšen ertə̈šäš.,NA,"wenn sie abseits zu sehen ist, muss man an ihr vorbeigehen, indem man [ihr] konfekt zu essen gibt.",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,198-199,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song, jäl šajə̑lan užšaš: kampetə̈m pukšen ertə̈šäš.,NA,"wenn sie abseits zu sehen ist, muss man an ihr vorbeigehen, indem man [ihr] konfekt zu essen gibt.",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,200,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,nə̈llə̈-nə̈l morkoan tavak-mešäk… ti mešäkšə̈ külän pušašlə̑k?,NA,Ein tabaksbeutel mit vierundvierzig troddeln ... wem soll dieser beutel gegeben werden?,NA,šašlə̑k,,predicate,modal,V,necessity,,,0,yes,yes,nom,,not counted,,
Wichmann 1931,200,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,kə̈rveŋg-äk pel-äk oš pränik… ti prän'ikšə̈ külän pukšə̑šašlə̑k?,NA,Anderthalb pfund weisse honigkuchen … wem sollen diese honigknchen zu essen gegeben werden? ,NA,šašlə̑k,,predicate,modal,V,necessity,,,0,yes,yes,,,not counted,,
Wichmann 1931,204-205,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,"ät'i, ävi, ə̈də̈rə̈m nälšäš! Ada näl gə̈n, ada näl, käŋgə̈ž gačeš Jə̑l-də̑r mə̑čkə̑ läktə̈n kem.",NA,"Vater, mutter, ein mädchen muss [für mich zum weib] gewählt werden! Wenn ihr’s nicht wählt, so lasst ihr’s bleiben, [dann aber] gehe ich hin und ziehe den ganzen sommer die Wolga entlang.",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,204-205,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,"ə̈zä, jeŋgä, ə̈də̈rə̈m nälšäš! Ada näl gə̈n, ada näl, käŋgə̈ž gačeš šarə̑k kə̈täš läktə̈n kem.",NA,"Älterer bruder, Schwägerin, ein mädchen muss [für mich] gewählt werden! Wenn ihr’s nicht wählt, so lasst ihr’s bleiben, [dann aber] gehe ich hin und weide den ganzen sommer die schafe.",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,204-205,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,"äki, kə̑rška, ə̈də̈rə̈m nälšäš! Ada näl gə̈n, ada näl, käŋgə̈ž gačeš šə̈rgə̈m orolaš läktə̈n kem.",NA,"Ältere Schwester, Schwager, ein mädchen muss [für mich] gewählt werden! Wenn ihr’s nicht wählt, so lasst ihr’s bleiben, [dann aber] gehe ich hin und werde für den ganzen sommer waldhüter.",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,205,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,"küšə̈l-vujšket kuzə̑šaš, ",NA,"
In das obere ende des dorfes sollen wir hinaufgehen, ",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,205,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,prän'ik pukšaš kuzə̑šaš; ,NA,um [die mädchen] mit honigkuchen zu bewirten sollen wir gehen;,NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,205,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,"ül-vujə̑šket valə̑šaš, ",NA,"in das untere ende des dorfes sollen wir hinuntergehen, ",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,205,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,mə̑rə̑ kolštaš valə̑šaš; ,NA,um lieder anzuhören sollen wir hingehen; ,NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,205,1905–1906,Jolas-al,Yelasy,56.168889,46.460833,song,"pokšal väršket kuzə̑šaš, tə̑l-šotə̑štat uke",NA,"in das mittlere dorf sollen wir hinaufgehen, [aberj [da] ist ja keine beleuchtung.",NA,šaš,,predicate,non-modal,V,intention,,,0,no,no,,,not counted,,
Wichmann 1931,211-212,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,"oj ät'iem, ät'iem, mə̈n'ə̈m anžen kuštə̑mešket tə̑lə̑k camam anžen kuštə̑šaš ə̑l'ə̑: sə̈nzə̈n läktäšet jara ə̑l'ə̑",NA,"Ach mein vater, mein vater, statt mich zu erziehen, hättest du lieber ein verwaistes fohlen grossziehen sollen: das hätte dir zum fahren getaugt.",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Wichmann 1931,211-212,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,"oj äviem, äviem, mə̈n'ə̈m anžen kuštə̑mešket tə̑lə̑k prezə̈m anžen kuštə̑šaš ə̑l'ə̑: sə̈nzə̈n ə̈štäšet jara ə̑l'ə̑",NA,"Ach meine mutter, meine mutter, statt mich zu erziehen, hättest du lieber ein verwaistes kalb grossziehen sollen: das hätte dir zum melken getaugt.",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Wichmann 1931,211-212,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,"oj ə̈zäem, ə̈zäem, mə̈n'ə̈m anžen kuštə̑mešket tə̑lə̑k pat'am anžen kuštə̑šaš ə̑l'ə̑: pišten tə̈redäšet jara ə̑l'ə̑",NA,"Ach mein älterer bruder, mein älterer bruder, statt mich zu erziehen, hättest du lieber ein verwaistes lamm grossziehen sollen: das hätte dir zum scheren getaugt",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Wichmann 1931,211-212,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,"oj jeŋgäem, jeŋgäem, mə̈n'ə̈m anžen kuštə̑mešket tə̑lə̑k komb-igə̈m anžen kuštə̑šaš ə̑l'ə̑: olicä rə̈žə̈m pə̑rtet ə̑l'ə̑",NA,"Ach meine Schwägerin, meine Schwägerin, statt mich zu erziehen, hättest du lieber ein verwaistes junges gänschen grossziehen sollen: eine zier der Strasse hättest du daran gehabt.",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Wichmann 1931,211-212,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,"oj šol'aem, šol'aem, mə̈n'ə̈m anžen kuštə̑mešket tə̑lə̑k lə̑d-igə̈m anžen kuštə̑šaš ə̑l'ə̑: kud-vičə̈ rə̈žə̈m pə̑rtet ə̑l'ə̑",NA,"Ach mein jüngerer bruder, mein jüngerer bruder, statt mich zu erziehen, hättest du lieber ein verwaistes junges entchen grossziehen sollen: eine zier des hofes hättest du daran gehabt.",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
Wichmann 1931,211-212,1905–1906,Tsermə̈š-al,Chermyshevo Pervoje,56.191343,46.504938,song,"oj šə̑žarem, šə̑žarem, mə̈n'ə̈m anžen kuštə̑mešket tə̑lə̑k tsə̈v-igə̈m anžen kuštə̑šaš ə̑l'ə̑: sarai-vuj rə̈žə̈m pə̑rtet ə̑l'ə̑",NA,"Ach meine jüngere Schwester, meine jüngere Schwester, statt mich zu erziehen hättest du lieber ein verwaistes hühnchen grossziehen sollen: eine zier des kuhstallbodens hättest du daran gehabt.",NA,šaš,ə̑l'ə̑,predicate,non-modal,V,preference,,preference,0,no,no,,,not counted,,
